age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
2.2648974388123175,Private,0.06260388232457746,Some-college,-0.16748592290604328,Widowed,Prof-specialty,Unmarried,Black,Female,-0.14924564429151588,10.485732508126512,-0.39703646117411606,United-States,<=50K
0.19472540914301104,Private,0.967392373798327,Some-college,-0.16748592290604328,Separated,Prof-specialty,Own-child,White,Female,-0.14924564429151588,9.364852606407037,-0.39703646117411606,United-States,<=50K
-0.38492275916439483,Private,0.4171775560589087,HS-grad,-0.621585080080878,Divorced,Other-service,Unmarried,White,Female,-0.14924564429151588,9.045303511618592,0.843031447576844,United-States,<=50K
-0.053695234417305775,Private,-0.34557656992420954,10th,-1.983882551605382,Separated,Adm-clerical,Unmarried,White,Male,-0.14924564429151588,9.045303511618592,-0.39703646117411606,United-States,<=50K
0.5259529338901001,Private,-0.09609842718343231,Doctorate,2.5571090201429647,Divorced,Prof-specialty,Unmarried,Black,Female,-0.14924564429151588,7.162421922326666,-1.637104369925076,United-States,>50K
-0.053695234417305775,Self-emp-not-inc,-0.18528574088968167,Prof-school,2.10300986296813,Never-married,Prof-specialty,Not-in-family,White,Male,-0.14924564429151588,6.719969329542663,0.843031447576844,United-States,>50K
1.0227942210107337,Private,-0.09723801727854314,Doctorate,2.5571090201429647,Never-married,Prof-specialty,Not-in-family,White,Male,-0.14924564429151588,6.719969329542663,-0.39703646117411606,United-States,>50K
0.6087598150768724,Private,-1.55697235203808,Prof-school,2.10300986296813,Divorced,Prof-specialty,Not-in-family,White,Male,-0.14924564429151588,6.719969329542663,-0.39703646117411606,United-States,>50K
1.5196355081313673,Private,1.5795939861051371,Masters,1.6489107057932955,Divorced,Exec-managerial,Not-in-family,White,Male,-0.14924564429151588,6.719969329542663,2.083099356327804,United-States,>50K
-1.378605333405662,Private,-0.7025215119372563,Assoc-acdm,0.7407123914436261,Never-married,Handlers-cleaners,Not-in-family,Black,Male,-0.14924564429151588,6.719969329542663,-0.39703646117411606,United-States,>50K
-0.38492275916439483,Private,0.25798027307524474,Bachelors,1.1948115486184607,Separated,Sales,Not-in-family,White,Male,-0.14924564429151588,6.719969329542663,2.083099356327804,United-States,>50K
-0.13650211560407804,Private,0.0938332553350388,Bachelors,1.1948115486184607,Never-married,Exec-managerial,Not-in-family,White,Male,-0.14924564429151588,6.719969329542663,-0.39703646117411606,United-States,>50K
-0.7989571650982562,Private,-1.1926948959787143,11th,-1.5297833944305474,Separated,Sales,Not-in-family,White,Female,-0.14924564429151588,6.547904432348884,0.09899070232626796,United-States,<=50K
1.0227942210107337,Private,-0.3079470747634288,Some-college,-0.16748592290604328,Married-civ-spouse,Transport-moving,Husband,White,Male,-0.14924564429151588,6.176735868402304,-0.39703646117411606,United-States,<=50K
